"AUC","Master.ID","Cell.Line"
12.765,348997,"SKMEL5"
14.554,350548,"SKMEL5"
7.3481,375219,"SKMEL5"
11.913,375256,"SKMEL5"
11.361,375264,"SKMEL5"
13.435,375354,"SKMEL5"
14.695,375366,"SKMEL5"
15.196,375390,"SKMEL5"
14.306,375435,"SKMEL5"
13.326,375447,"SKMEL5"
15.344,375487,"SKMEL5"
12.337,375496,"SKMEL5"
15.63,375560,"SKMEL5"
14.498,375564,"SKMEL5"
13.401,375594,"SKMEL5"
14.852,375596,"SKMEL5"
14.929,402775,"SKMEL5"
14.611,404452,"SKMEL5"
10.217,404566,"SKMEL5"
14.547,410270,"SKMEL5"
15.368,415688,"SKMEL5"
15.306,416842,"SKMEL5"
15,438776,"SKMEL5"
15.08,442141,"SKMEL5"
14.795,447732,"SKMEL5"
15.392,449707,"SKMEL5"
14.811,463198,"SKMEL5"
14.691,596868,"SKMEL5"
15.418,600054,"SKMEL5"
15.124,608062,"SKMEL5"
13.308,18311,"SNU407"
15,23256,"SNU407"
13.427,25036,"SNU407"
14.32,26914,"SNU407"
14.049,26972,"SNU407"
14.55,27894,"SNU407"
15.747,29985,"SNU407"
12.18,32372,"SNU407"
13.48,32653,"SNU407"
13.351,33166,"SNU407"
7.706,36599,"SNU407"
7.0392,37190,"SNU407"
12.539,39782,"SNU407"
13.789,44503,"SNU407"
13.852,44511,"SNU407"
12.338,45093,"SNU407"
13.281,46792,"SNU407"
12.961,48589,"SNU407"
13.631,50715,"SNU407"
13.475,50727,"SNU407"
14.331,50747,"SNU407"
14.445,50753,"SNU407"
13.014,52123,"SNU407"
12.482,52430,"SNU407"
15,52576,"SNU407"
14.015,54200,"SNU407"
15,58455,"SNU407"
12.615,58472,"SNU407"
13.464,142931,"SNU407"
13.645,345041,"SNU407"
10.863,348997,"SNU407"
14.356,350548,"SNU407"
6.8002,375219,"SNU407"
11.124,375256,"SNU407"
9.2356,375264,"SNU407"
13.527,375354,"SNU407"
14.807,375366,"SNU407"
15.214,375390,"SNU407"
12.645,375435,"SNU407"
12.716,375447,"SNU407"
14.902,375487,"SNU407"
12.381,375496,"SNU407"
15.604,375560,"SNU407"
12.257,375564,"SNU407"
12.662,375594,"SNU407"
14.221,375596,"SNU407"
14.217,402775,"SNU407"
13.887,404452,"SNU407"
10.037,404566,"SNU407"
14.14,410270,"SNU407"
14.75,415688,"SNU407"
14.838,416842,"SNU407"
15.331,438776,"SNU407"
14.656,442141,"SNU407"
14.167,447732,"SNU407"
15,449707,"SNU407"
15.001,463198,"SNU407"
13.32,596868,"SNU407"
14.885,600054,"SNU407"
14.681,608062,"SNU407"
13.556,18311,"SNU61"
14.648,23256,"SNU61"
15.336,25036,"SNU61"
13.312,26914,"SNU61"
13.832,26972,"SNU61"
11.33,27894,"SNU61"
16.186,29985,"SNU61"
12.169,32372,"SNU61"
13.542,32653,"SNU61"
13.726,33166,"SNU61"
10.009,36599,"SNU61"
6.6445,37190,"SNU61"
12.492,39782,"SNU61"
12.476,44503,"SNU61"
14.319,44511,"SNU61"
12.551,45093,"SNU61"
13.598,46792,"SNU61"
12.193,48589,"SNU61"
14.059,50715,"SNU61"
12.564,50727,"SNU61"
14.018,50747,"SNU61"
14.527,50753,"SNU61"
14.313,52123,"SNU61"
12.165,52430,"SNU61"
15,52576,"SNU61"
14.504,54200,"SNU61"
12.809,58455,"SNU61"
13.596,58472,"SNU61"
12.811,142931,"SNU61"
14.77,345041,"SNU61"
11.835,348997,"SNU61"
14.162,350548,"SNU61"
5.8621,375219,"SNU61"
11.834,375256,"SNU61"
10.171,375264,"SNU61"
13.691,375354,"SNU61"
14.1,375366,"SNU61"
14.208,375390,"SNU61"
15.885,375435,"SNU61"
12.735,375447,"SNU61"
13.588,375487,"SNU61"
12.468,375496,"SNU61"
14.682,375560,"SNU61"
12.233,375564,"SNU61"
13.167,375596,"SNU61"
14.829,402775,"SNU61"
13.789,404452,"SNU61"
8.6237,404566,"SNU61"
14.322,410270,"SNU61"
13.786,415688,"SNU61"
14.43,416842,"SNU61"
17.409,438776,"SNU61"
14.552,442141,"SNU61"
16.458,447732,"SNU61"
14.372,449707,"SNU61"
17.124,463198,"SNU61"
14.631,596868,"SNU61"
13.021,600054,"SNU61"
12.887,608062,"SNU61"
13.224,18311,"CALU6"
15.765,23256,"CALU6"
13.808,25036,"CALU6"
14.611,26914,"CALU6"
14.883,26972,"CALU6"
14.531,27894,"CALU6"
8.4504,28172,"CALU6"
14.523,29985,"CALU6"
12.677,32372,"CALU6"
12.974,32653,"CALU6"
13.624,33166,"CALU6"
10.419,36599,"CALU6"
5.758,37190,"CALU6"
12.56,39782,"CALU6"
13.355,44503,"CALU6"
14.169,44511,"CALU6"
12.588,45093,"CALU6"
14.001,46792,"CALU6"
14.491,48589,"CALU6"
14.076,50715,"CALU6"
13.412,50727,"CALU6"
13.79,50747,"CALU6"
15.759,50753,"CALU6"
12.089,52123,"CALU6"
13.107,52430,"CALU6"
10.602,52576,"CALU6"
13.776,54200,"CALU6"
14.11,58455,"CALU6"
13.874,58472,"CALU6"
13.682,142931,"CALU6"
14.089,345041,"CALU6"
12.999,348997,"CALU6"
14.407,350548,"CALU6"
6.6539,375219,"CALU6"
12.738,375256,"CALU6"
7.0687,375264,"CALU6"
14.559,375354,"CALU6"
14.927,375366,"CALU6"
15.796,375390,"CALU6"
12.726,375435,"CALU6"
13.32,375447,"CALU6"
15.059,375487,"CALU6"
12.53,375496,"CALU6"
14.981,375560,"CALU6"
12.839,375564,"CALU6"
13.158,375594,"CALU6"
14.175,375596,"CALU6"
14.953,402775,"CALU6"
14.568,404452,"CALU6"
11.439,404566,"CALU6"
14.541,410270,"CALU6"
15.237,415688,"CALU6"
15.942,416842,"CALU6"
14.403,438776,"CALU6"
14.661,442141,"CALU6"
15.195,447732,"CALU6"
16.39,449707,"CALU6"
15.65,463198,"CALU6"
14.537,596868,"CALU6"
15.581,600054,"CALU6"
15,608062,"CALU6"
13.087,18311,"CAOV3"
15,23256,"CAOV3"
13.87,25036,"CAOV3"
13.614,26914,"CAOV3"
14.782,26972,"CAOV3"
13.147,27894,"CAOV3"
8.9869,28172,"CAOV3"
16.97,29985,"CAOV3"
12.898,32372,"CAOV3"
13.094,32653,"CAOV3"
13.053,33166,"CAOV3"
5.8721,36599,"CAOV3"
8.8528,37190,"CAOV3"
12.839,39782,"CAOV3"
12.167,44503,"CAOV3"
14.071,44511,"CAOV3"
13.292,45093,"CAOV3"
13.345,46792,"CAOV3"
11.458,48589,"CAOV3"
14.49,50715,"CAOV3"
13.113,50727,"CAOV3"
14.278,50747,"CAOV3"
14.705,50753,"CAOV3"
12.399,52123,"CAOV3"
12.592,52430,"CAOV3"
15.381,52576,"CAOV3"
14.056,54200,"CAOV3"
15.913,58455,"CAOV3"
13.167,58472,"CAOV3"
10.882,142931,"CAOV3"
14.478,345041,"CAOV3"
12.332,348997,"CAOV3"
14.262,350548,"CAOV3"
8.1329,375219,"CAOV3"
10.786,375256,"CAOV3"
9.871,375264,"CAOV3"
14.155,375354,"CAOV3"
14.526,375366,"CAOV3"
15.295,375390,"CAOV3"
14.364,375435,"CAOV3"
13.029,375447,"CAOV3"
14.339,375487,"CAOV3"
12.546,375496,"CAOV3"
15.196,375560,"CAOV3"
12.66,375564,"CAOV3"
12.777,375594,"CAOV3"
14.124,375596,"CAOV3"
14.687,402775,"CAOV3"
13.513,404452,"CAOV3"
10.23,404566,"CAOV3"
13.172,410270,"CAOV3"
14.403,415688,"CAOV3"
14.68,416842,"CAOV3"
15,438776,"CAOV3"
14.884,442141,"CAOV3"
14.611,447732,"CAOV3"
15.648,449707,"CAOV3"
14.892,463198,"CAOV3"
14.066,596868,"CAOV3"
14.783,600054,"CAOV3"
14.005,608062,"CAOV3"
12.854,18311,"EBC1"
16.217,23256,"EBC1"
13.956,25036,"EBC1"
14.246,26914,"EBC1"
15.306,26972,"EBC1"
12.767,27894,"EBC1"
8.6237,28172,"EBC1"
14.773,29985,"EBC1"
13.092,32372,"EBC1"
13.194,32653,"EBC1"
13.115,33166,"EBC1"
7.3036,36599,"EBC1"
7.8686,37190,"EBC1"
12.575,39782,"EBC1"
12.664,44503,"EBC1"
14.31,44511,"EBC1"
13.252,45093,"EBC1"
13.375,46792,"EBC1"
12.435,48589,"EBC1"
13.037,50715,"EBC1"
13.458,50727,"EBC1"
13.415,50747,"EBC1"
14.566,50753,"EBC1"
12.038,52123,"EBC1"
13.192,52430,"EBC1"
14.673,52576,"EBC1"
13.596,54200,"EBC1"
14.58,58455,"EBC1"
12.946,58472,"EBC1"
11.633,142931,"EBC1"
12.906,345041,"EBC1"
11.682,348997,"EBC1"
14.441,350548,"EBC1"
8.5652,375219,"EBC1"
11.243,375256,"EBC1"
9.9129,375264,"EBC1"
12.465,375354,"EBC1"
14.871,375366,"EBC1"
15.362,375390,"EBC1"
12.653,375435,"EBC1"
11.799,375447,"EBC1"
15.456,375487,"EBC1"
13.222,375496,"EBC1"
17.13,375560,"EBC1"
13.272,375564,"EBC1"
12.616,375594,"EBC1"
14.762,375596,"EBC1"
13.961,402775,"EBC1"
12.966,404452,"EBC1"
9.3749,404566,"EBC1"
13.224,410270,"EBC1"
14.659,415688,"EBC1"
15.215,416842,"EBC1"
15.82,438776,"EBC1"
13.782,442141,"EBC1"
14.746,447732,"EBC1"
15.309,449707,"EBC1"
16.711,463198,"EBC1"
14.642,596868,"EBC1"
15.118,600054,"EBC1"
15.398,608062,"EBC1"
14.203,18311,"HEYA8"
14.986,23256,"HEYA8"
13.37,25036,"HEYA8"
14.566,26914,"HEYA8"
14.822,26972,"HEYA8"
12.826,27894,"HEYA8"
11.565,28172,"HEYA8"
16.191,29985,"HEYA8"
12.911,32372,"HEYA8"
11.553,32653,"HEYA8"
13.495,33166,"HEYA8"
9.0604,36599,"HEYA8"
6.7007,37190,"HEYA8"
13.567,39782,"HEYA8"
14.691,44503,"HEYA8"
13.615,44511,"HEYA8"
12.42,45093,"HEYA8"
14.48,46792,"HEYA8"
12.642,48589,"HEYA8"
13.665,50715,"HEYA8"
11.661,50727,"HEYA8"
14.53,50747,"HEYA8"
14.869,50753,"HEYA8"
13.028,52123,"HEYA8"
13.564,52430,"HEYA8"
14.648,52576,"HEYA8"
14.236,54200,"HEYA8"
14.928,58455,"HEYA8"
13.795,58472,"HEYA8"
14.09,142931,"HEYA8"
14.608,345041,"HEYA8"
14.789,348997,"HEYA8"
14.396,350548,"HEYA8"
9.5787,375219,"HEYA8"
11.233,375256,"HEYA8"
10.428,375264,"HEYA8"
12.433,375354,"HEYA8"
14.766,375366,"HEYA8"
15.52,375390,"HEYA8"
14.217,375435,"HEYA8"
13.575,375447,"HEYA8"
14.745,375487,"HEYA8"
13.276,375496,"HEYA8"
16.29,375560,"HEYA8"
13.032,375564,"HEYA8"
12.806,375594,"HEYA8"
14.771,375596,"HEYA8"
14.53,402775,"HEYA8"
14.648,404452,"HEYA8"
11.044,404566,"HEYA8"
14.338,410270,"HEYA8"
14.792,415688,"HEYA8"
14.964,416842,"HEYA8"
16.339,438776,"HEYA8"
14.992,442141,"HEYA8"
15.274,447732,"HEYA8"
15.334,449707,"HEYA8"
14.929,463198,"HEYA8"
14.301,596868,"HEYA8"
14.867,600054,"HEYA8"
14.673,608062,"HEYA8"
14.261,18311,"HT1376"
15,23256,"HT1376"
13.05,25036,"HT1376"
14.697,26914,"HT1376"
15.657,26972,"HT1376"
13.543,27894,"HT1376"
13.181,28172,"HT1376"
14.761,29985,"HT1376"
14.397,32372,"HT1376"
12.841,32653,"HT1376"
14.102,33166,"HT1376"
10.617,36599,"HT1376"
7.217,37190,"HT1376"
13.796,39782,"HT1376"
14.017,44503,"HT1376"
13.712,44511,"HT1376"
14.425,45093,"HT1376"
14.577,46792,"HT1376"
14.882,48589,"HT1376"
14.666,50715,"HT1376"
12.776,50727,"HT1376"
15.718,50747,"HT1376"
14.578,50753,"HT1376"
11.709,52123,"HT1376"
13.572,52430,"HT1376"
15,52576,"HT1376"
14.299,54200,"HT1376"
13.605,58455,"HT1376"
13.214,58472,"HT1376"
12.14,142931,"HT1376"
14.793,345041,"HT1376"
12.468,348997,"HT1376"
14.493,350548,"HT1376"
10.028,375219,"HT1376"
12.49,375256,"HT1376"
9.2588,375264,"HT1376"
13.386,375354,"HT1376"
14.952,375366,"HT1376"
15.541,375390,"HT1376"
13.455,375435,"HT1376"
13.79,375447,"HT1376"
15.827,375487,"HT1376"
14.134,375496,"HT1376"
15.255,375560,"HT1376"
12.888,375564,"HT1376"
13.474,375594,"HT1376"
14.581,375596,"HT1376"
15.156,402775,"HT1376"
14.544,404452,"HT1376"
12.322,404566,"HT1376"
14.626,410270,"HT1376"
15.587,415688,"HT1376"
15.361,416842,"HT1376"
15.131,438776,"HT1376"
14.701,442141,"HT1376"
15.084,447732,"HT1376"
15.943,449707,"HT1376"
14.401,463198,"HT1376"
14.549,596868,"HT1376"
15.46,600054,"HT1376"
15,608062,"HT1376"
13.193,18311,"HT55"
16.636,23256,"HT55"
13.687,25036,"HT55"
14.385,26914,"HT55"
14.249,26972,"HT55"
14.581,27894,"HT55"
13.383,28172,"HT55"
14.861,29985,"HT55"
12.972,32372,"HT55"
14.098,32653,"HT55"
13.422,33166,"HT55"
8.9274,36599,"HT55"
10.567,37190,"HT55"
13.024,39782,"HT55"
14.588,44503,"HT55"
15.123,44511,"HT55"
13.802,45093,"HT55"
14.466,46792,"HT55"
14.134,48589,"HT55"
13.666,50715,"HT55"
14.207,50727,"HT55"
16.321,50747,"HT55"
14.903,50753,"HT55"
13.965,52123,"HT55"
13.304,52430,"HT55"
15.76,52576,"HT55"
13.561,54200,"HT55"
15.663,58455,"HT55"
13.142,58472,"HT55"
12.214,142931,"HT55"
13.993,345041,"HT55"
13.354,348997,"HT55"
14.371,350548,"HT55"
10.684,375219,"HT55"
12.598,375256,"HT55"
10.83,375264,"HT55"
13.49,375354,"HT55"
14.852,375366,"HT55"
15.613,375390,"HT55"
14.675,375435,"HT55"
12.746,375447,"HT55"
15.182,375487,"HT55"
13.012,375496,"HT55"
14.722,375560,"HT55"
12.908,375564,"HT55"
13.16,375594,"HT55"
14.142,375596,"HT55"
16.001,402775,"HT55"
14.508,404452,"HT55"
11.987,404566,"HT55"
14.832,410270,"HT55"
15,415688,"HT55"
15.913,416842,"HT55"
14.55,438776,"HT55"
14.946,442141,"HT55"
14.948,447732,"HT55"
15.999,449707,"HT55"
16.015,463198,"HT55"
14.725,596868,"HT55"
15.422,600054,"HT55"
14.977,608062,"HT55"
12.942,18311,"HUPT4"
14.836,23256,"HUPT4"
13.632,25036,"HUPT4"
13.659,26914,"HUPT4"
14.354,26972,"HUPT4"
11.487,27894,"HUPT4"
8.4515,28172,"HUPT4"
16.675,29985,"HUPT4"
13.236,32372,"HUPT4"
14.578,32653,"HUPT4"
13.335,33166,"HUPT4"
6.9751,36599,"HUPT4"
7.0611,37190,"HUPT4"
13.192,39782,"HUPT4"
12.744,44503,"HUPT4"
12.321,44511,"HUPT4"
12.858,45093,"HUPT4"
13.865,46792,"HUPT4"
12.152,48589,"HUPT4"
14.306,50715,"HUPT4"
12.691,50727,"HUPT4"
14.573,50747,"HUPT4"
12.477,50753,"HUPT4"
14.332,52123,"HUPT4"
12.405,52430,"HUPT4"
14.788,52576,"HUPT4"
13.526,54200,"HUPT4"
14.021,58455,"HUPT4"
12.626,58472,"HUPT4"
12.394,142931,"HUPT4"
13.771,345041,"HUPT4"
13.602,348997,"HUPT4"
14.254,350548,"HUPT4"
8.438,375219,"HUPT4"
12.178,375256,"HUPT4"
10.107,375264,"HUPT4"
14.943,375354,"HUPT4"
14.563,375366,"HUPT4"
15.659,375390,"HUPT4"
13.146,375435,"HUPT4"
12.033,375447,"HUPT4"
14.18,375487,"HUPT4"
12.702,375496,"HUPT4"
16.091,375560,"HUPT4"
11.323,375564,"HUPT4"
12.422,375594,"HUPT4"
14.118,375596,"HUPT4"
15.028,402775,"HUPT4"
14.26,404452,"HUPT4"
9.21,404566,"HUPT4"
14.434,410270,"HUPT4"
14.508,415688,"HUPT4"
14.808,416842,"HUPT4"
16.708,438776,"HUPT4"
14.186,442141,"HUPT4"
14.228,447732,"HUPT4"
15.315,449707,"HUPT4"
15.315,463198,"HUPT4"
13.034,596868,"HUPT4"
14.458,600054,"HUPT4"
14.745,608062,"HUPT4"
13.449,18311,"IPC298"
16.543,23256,"IPC298"
14.14,25036,"IPC298"
14.598,26914,"IPC298"
15.044,26972,"IPC298"
15.399,27894,"IPC298"
14.589,28172,"IPC298"
14.704,29985,"IPC298"
14.262,32372,"IPC298"
12.272,32653,"IPC298"
13.325,33166,"IPC298"
7.3198,36599,"IPC298"
6.7533,37190,"IPC298"
13.164,39782,"IPC298"
13.264,44503,"IPC298"
14.512,44511,"IPC298"
14.029,45093,"IPC298"
14.762,46792,"IPC298"
12.854,48589,"IPC298"
14.583,50715,"IPC298"
14.699,50727,"IPC298"
14.867,50747,"IPC298"
15.288,50753,"IPC298"
14.324,52123,"IPC298"
13.509,52430,"IPC298"
14.911,52576,"IPC298"
13.565,54200,"IPC298"
15.002,58455,"IPC298"
13.706,58472,"IPC298"
13.29,142931,"IPC298"
15.24,345041,"IPC298"
15.145,348997,"IPC298"
14.657,350548,"IPC298"
7.7866,375219,"IPC298"
13.028,375256,"IPC298"
8.6954,375264,"IPC298"
14.291,375354,"IPC298"
14.821,375366,"IPC298"
16.334,375390,"IPC298"
14.687,375435,"IPC298"
13.528,375447,"IPC298"
14.78,375487,"IPC298"
13.893,375496,"IPC298"
15.323,375560,"IPC298"
13.375,375564,"IPC298"
13.851,375594,"IPC298"
14.901,375596,"IPC298"
15.216,402775,"IPC298"
13.534,404452,"IPC298"
7.9139,404566,"IPC298"
14.58,410270,"IPC298"
14.442,415688,"IPC298"
14.355,416842,"IPC298"
15.556,438776,"IPC298"
14.94,442141,"IPC298"
13.375,447732,"IPC298"
14.76,449707,"IPC298"
15.148,463198,"IPC298"
14.738,596868,"IPC298"
14.711,600054,"IPC298"
14.893,608062,"IPC298"
14.574,18311,"L33"
15,23256,"L33"
14.514,25036,"L33"
14.455,26914,"L33"
14.344,26972,"L33"
14.297,27894,"L33"
10.009,28172,"L33"
14.338,29985,"L33"
13.106,32372,"L33"
14.896,32653,"L33"
13.975,33166,"L33"
6.2475,36599,"L33"
7.7247,37190,"L33"
13.698,39782,"L33"
13.367,44503,"L33"
14.214,44511,"L33"
13.741,45093,"L33"
14.47,46792,"L33"
13.014,48589,"L33"
14.896,50715,"L33"
14.28,50727,"L33"
14.616,50747,"L33"
14.784,50753,"L33"
14.508,52123,"L33"
14.115,52430,"L33"
15.331,52576,"L33"
14.058,54200,"L33"
15.822,58455,"L33"
14.025,58472,"L33"
14.108,142931,"L33"
14.454,345041,"L33"
12.144,348997,"L33"
14.429,350548,"L33"
7.4745,375219,"L33"
11.328,375256,"L33"
8.5258,375264,"L33"
12.921,375354,"L33"
14.858,375366,"L33"
15.889,375390,"L33"
13.869,375435,"L33"
13.831,375447,"L33"
14.945,375487,"L33"
13.188,375496,"L33"
15.276,375560,"L33"
12.988,375564,"L33"
12.902,375594,"L33"
14.904,375596,"L33"
14.185,402775,"L33"
13.577,404452,"L33"
10.577,404566,"L33"
14.562,410270,"L33"
13.962,415688,"L33"
14.315,416842,"L33"
14.24,438776,"L33"
14.521,442141,"L33"
14.307,447732,"L33"
15.208,449707,"L33"
15.416,463198,"L33"
14.196,596868,"L33"
14.435,600054,"L33"
14.864,608062,"L33"
13.168,18311,"LOXIMVI"
15,23256,"LOXIMVI"
13.778,25036,"LOXIMVI"
11.186,27894,"LOXIMVI"
10.131,28172,"LOXIMVI"
12.868,29985,"LOXIMVI"
12.683,32653,"LOXIMVI"
13.302,33166,"LOXIMVI"
5.8857,36599,"LOXIMVI"
5.6368,37190,"LOXIMVI"
12.411,39782,"LOXIMVI"
12.756,44503,"LOXIMVI"
13.686,44511,"LOXIMVI"
12.521,45093,"LOXIMVI"
15.539,46792,"LOXIMVI"
12.712,48589,"LOXIMVI"
13.903,50715,"LOXIMVI"
12.612,50727,"LOXIMVI"
17.111,50747,"LOXIMVI"
14.577,50753,"LOXIMVI"
13.04,52123,"LOXIMVI"
12.147,52430,"LOXIMVI"
11.724,54200,"LOXIMVI"
13.651,58455,"LOXIMVI"
12.292,142931,"LOXIMVI"
14.783,350548,"LOXIMVI"
4.307,375219,"LOXIMVI"
8.4269,375264,"LOXIMVI"
12.246,375354,"LOXIMVI"
15.262,375366,"LOXIMVI"
16.243,375390,"LOXIMVI"
14.549,375435,"LOXIMVI"
13.414,375447,"LOXIMVI"
11.907,375496,"LOXIMVI"
14.007,375560,"LOXIMVI"
11.639,375564,"LOXIMVI"
14.453,375596,"LOXIMVI"
13.279,402775,"LOXIMVI"
14.589,404452,"LOXIMVI"
7.1551,404566,"LOXIMVI"
14.332,410270,"LOXIMVI"
14.292,415688,"LOXIMVI"
14.999,416842,"LOXIMVI"
18.144,438776,"LOXIMVI"
14.507,442141,"LOXIMVI"
15,447732,"LOXIMVI"
15.636,449707,"LOXIMVI"
17.284,463198,"LOXIMVI"
14.557,596868,"LOXIMVI"
14.793,600054,"LOXIMVI"
14.906,608062,"LOXIMVI"
13.403,18311,"NCIH1755"
14.464,23256,"NCIH1755"
13.055,25036,"NCIH1755"
14.428,26914,"NCIH1755"
14.747,26972,"NCIH1755"
10.72,27894,"NCIH1755"
13.641,28172,"NCIH1755"
16.493,29985,"NCIH1755"
12.758,32372,"NCIH1755"
11.802,32653,"NCIH1755"
13.741,33166,"NCIH1755"
11.479,36599,"NCIH1755"
8.15,37190,"NCIH1755"
12.75,39782,"NCIH1755"
14.551,44503,"NCIH1755"
12.857,44511,"NCIH1755"
12.83,45093,"NCIH1755"
14.728,46792,"NCIH1755"
14.2,48589,"NCIH1755"
14.815,50715,"NCIH1755"
14.323,50727,"NCIH1755"
14.288,50747,"NCIH1755"
14.951,50753,"NCIH1755"
13.335,52123,"NCIH1755"
11.601,52430,"NCIH1755"
16.558,52576,"NCIH1755"
14.068,54200,"NCIH1755"
13.481,58455,"NCIH1755"
12.753,58472,"NCIH1755"
9.4315,142931,"NCIH1755"
18.149,345041,"NCIH1755"
15,348997,"NCIH1755"
14.25,350548,"NCIH1755"
11.378,375219,"NCIH1755"
11.001,375256,"NCIH1755"
11.342,375264,"NCIH1755"
13.197,375354,"NCIH1755"
14.386,375366,"NCIH1755"
14.577,375390,"NCIH1755"
14.053,375435,"NCIH1755"
12.876,375447,"NCIH1755"
14.417,375487,"NCIH1755"
14.666,375496,"NCIH1755"
16.734,375560,"NCIH1755"
10.856,375564,"NCIH1755"
12.323,375594,"NCIH1755"
14.175,375596,"NCIH1755"
14.824,402775,"NCIH1755"
13.561,404452,"NCIH1755"
9.4035,404566,"NCIH1755"
14.192,410270,"NCIH1755"
14.756,415688,"NCIH1755"
14.818,416842,"NCIH1755"
17.852,438776,"NCIH1755"
14.352,442141,"NCIH1755"
15.31,447732,"NCIH1755"
14.799,449707,"NCIH1755"
14.907,463198,"NCIH1755"
13.36,596868,"NCIH1755"
14.793,600054,"NCIH1755"
14.312,608062,"NCIH1755"
13.272,18311,"OVK18"
15.8,23256,"OVK18"
13.277,25036,"OVK18"
14.244,26914,"OVK18"
15,26972,"OVK18"
12.319,27894,"OVK18"
9.5561,28172,"OVK18"
15.305,29985,"OVK18"
12.914,32372,"OVK18"
12.158,32653,"OVK18"
13.161,33166,"OVK18"
4.2792,36599,"OVK18"
4.5519,37190,"OVK18"
12.197,39782,"OVK18"
12.951,44503,"OVK18"
14.397,44511,"OVK18"
12.96,45093,"OVK18"
11.687,46792,"OVK18"
11.588,48589,"OVK18"
13.496,50715,"OVK18"
11.842,50727,"OVK18"
14.618,50747,"OVK18"
15.263,50753,"OVK18"
12.773,52123,"OVK18"
12.767,52430,"OVK18"
14.984,52576,"OVK18"
13.989,54200,"OVK18"
15,58455,"OVK18"
13.216,58472,"OVK18"
12.811,142931,"OVK18"
14.033,345041,"OVK18"
14.437,348997,"OVK18"
14.293,350548,"OVK18"
4.9458,375219,"OVK18"
12.082,375256,"OVK18"
8.712,375264,"OVK18"
13.917,375354,"OVK18"
14.712,375366,"OVK18"
15.35,375390,"OVK18"
14.285,375435,"OVK18"
13.331,375447,"OVK18"
15.046,375487,"OVK18"
12.362,375496,"OVK18"
15.767,375560,"OVK18"
13.501,375564,"OVK18"
12.822,375594,"OVK18"
13.913,375596,"OVK18"
13.466,402775,"OVK18"
14.602,404452,"OVK18"
9.9138,404566,"OVK18"
14.739,410270,"OVK18"
14.874,415688,"OVK18"
15,416842,"OVK18"
15,438776,"OVK18"
15.199,442141,"OVK18"
14.825,447732,"OVK18"
15.594,449707,"OVK18"
15,463198,"OVK18"
14.176,596868,"OVK18"
15.299,600054,"OVK18"
14.901,608062,"OVK18"
13.431,18311,"SKLU1"
15.747,23256,"SKLU1"
15.02,25036,"SKLU1"
14.409,26914,"SKLU1"
14.827,26972,"SKLU1"
13.56,27894,"SKLU1"
14.016,28172,"SKLU1"
16.348,29985,"SKLU1"
13.464,32372,"SKLU1"
12.575,32653,"SKLU1"
13.866,33166,"SKLU1"
7.533,36599,"SKLU1"
8.4386,37190,"SKLU1"
13.686,39782,"SKLU1"
13.751,44503,"SKLU1"
13.606,44511,"SKLU1"
14.016,45093,"SKLU1"
14.285,46792,"SKLU1"
12.197,48589,"SKLU1"
14.441,50715,"SKLU1"
13.764,50727,"SKLU1"
14.79,50747,"SKLU1"
14.777,50753,"SKLU1"
14.389,52123,"SKLU1"
14.412,52430,"SKLU1"
14.54,52576,"SKLU1"
14.461,54200,"SKLU1"
16.233,58455,"SKLU1"
13.746,58472,"SKLU1"
12.927,142931,"SKLU1"
13.784,345041,"SKLU1"
13.809,348997,"SKLU1"
14.718,350548,"SKLU1"
8.9429,375219,"SKLU1"
9.8341,375256,"SKLU1"
9.7012,375264,"SKLU1"
13.145,375354,"SKLU1"
14.277,375366,"SKLU1"
15.806,375390,"SKLU1"
13.434,375435,"SKLU1"
13.984,375447,"SKLU1"
15.177,375487,"SKLU1"
14.296,375496,"SKLU1"
15.648,375560,"SKLU1"
11.883,375564,"SKLU1"
12.502,375594,"SKLU1"
14.746,375596,"SKLU1"
14.832,402775,"SKLU1"
14.431,404452,"SKLU1"
9.6342,404566,"SKLU1"
14.454,410270,"SKLU1"
14.498,415688,"SKLU1"
14.382,416842,"SKLU1"
15.999,438776,"SKLU1"
14.386,442141,"SKLU1"
14.737,447732,"SKLU1"
15.471,449707,"SKLU1"
15.662,463198,"SKLU1"
13.468,596868,"SKLU1"
14.455,600054,"SKLU1"
14.743,608062,"SKLU1"
13.393,18311,"SKMEL30"
15.275,23256,"SKMEL30"
14.483,25036,"SKMEL30"
14.46,26914,"SKMEL30"
15,26972,"SKMEL30"
14.803,27894,"SKMEL30"
13.923,28172,"SKMEL30"
16.538,29985,"SKMEL30"
14.371,32372,"SKMEL30"
11.799,32653,"SKMEL30"
13.156,33166,"SKMEL30"
8.6459,36599,"SKMEL30"
9.4037,37190,"SKMEL30"
13.553,39782,"SKMEL30"
13.86,44503,"SKMEL30"
14.846,44511,"SKMEL30"
14.447,45093,"SKMEL30"
15.224,46792,"SKMEL30"
14.262,48589,"SKMEL30"
14.079,50715,"SKMEL30"
14.883,50727,"SKMEL30"
14.854,50747,"SKMEL30"
15.201,50753,"SKMEL30"
14.166,52123,"SKMEL30"
13.969,52430,"SKMEL30"
14.788,52576,"SKMEL30"
13.693,54200,"SKMEL30"
15.203,58455,"SKMEL30"
13.378,58472,"SKMEL30"
12.352,142931,"SKMEL30"
14.764,345041,"SKMEL30"
15.583,348997,"SKMEL30"
14.675,350548,"SKMEL30"
