"AUC","Master.ID","Cell.Line"
14.443,25393,"NCIH1838"
15,26870,"NCIH1838"
14.208,26914,"NCIH1838"
13.275,26972,"NCIH1838"
12.25,27894,"NCIH1838"
12.37,28172,"NCIH1838"
14.91,29985,"NCIH1838"
13.739,32372,"NCIH1838"
12.425,32653,"NCIH1838"
13.526,33166,"NCIH1838"
7.9961,36599,"NCIH1838"
9.4577,37190,"NCIH1838"
13.38,39782,"NCIH1838"
12.415,44503,"NCIH1838"
14.049,44511,"NCIH1838"
12.607,45093,"NCIH1838"
12.621,48589,"NCIH1838"
14.472,50140,"NCIH1838"
14.335,50715,"NCIH1838"
11.395,50727,"NCIH1838"
12.703,50747,"NCIH1838"
14.615,50753,"NCIH1838"
13.516,52123,"NCIH1838"
13.339,52430,"NCIH1838"
12.787,52576,"NCIH1838"
13.076,58455,"NCIH1838"
14.185,58472,"NCIH1838"
14.616,61775,"NCIH1838"
13.865,142931,"NCIH1838"
14.206,345041,"NCIH1838"
13.649,348997,"NCIH1838"
14.197,350548,"NCIH1838"
11.547,375256,"NCIH1838"
10.484,375264,"NCIH1838"
13.953,375354,"NCIH1838"
14.209,375366,"NCIH1838"
15.975,375390,"NCIH1838"
13.884,375435,"NCIH1838"
14.092,375447,"NCIH1838"
14.783,375487,"NCIH1838"
13.669,375496,"NCIH1838"
15.623,375560,"NCIH1838"
11.886,375564,"NCIH1838"
12.008,375594,"NCIH1838"
13.782,375596,"NCIH1838"
15.105,397964,"NCIH1838"
14.809,402775,"NCIH1838"
14.385,404452,"NCIH1838"
11.148,404566,"NCIH1838"
14.521,410270,"NCIH1838"
14.816,410703,"NCIH1838"
14.747,414479,"NCIH1838"
14.987,415688,"NCIH1838"
14.822,416842,"NCIH1838"
15.005,417262,"NCIH1838"
15.242,429535,"NCIH1838"
15,437263,"NCIH1838"
14.808,437906,"NCIH1838"
13.75,438564,"NCIH1838"
14.71,438691,"NCIH1838"
16.605,438776,"NCIH1838"
14.739,442141,"NCIH1838"
14.46,447732,"NCIH1838"
10.731,449707,"NCIH1838"
15.431,452570,"NCIH1838"
14.197,463198,"NCIH1838"
14.461,596868,"NCIH1838"
15.128,600054,"NCIH1838"
13.854,608062,"NCIH1838"
14.678,18311,"NCIH196"
14.728,23256,"NCIH196"
13.573,25036,"NCIH196"
14.702,25393,"NCIH196"
14.9,26870,"NCIH196"
14.522,26914,"NCIH196"
13.552,26972,"NCIH196"
13.079,27894,"NCIH196"
12.982,28172,"NCIH196"
16.851,29985,"NCIH196"
14.208,32372,"NCIH196"
12.789,32653,"NCIH196"
14.237,33166,"NCIH196"
9.0746,36599,"NCIH196"
6.8042,37190,"NCIH196"
14.196,39782,"NCIH196"
12.222,44503,"NCIH196"
14.614,44511,"NCIH196"
13.179,45093,"NCIH196"
13.902,46792,"NCIH196"
13.008,48589,"NCIH196"
14.67,50140,"NCIH196"
14.498,50715,"NCIH196"
14.116,50727,"NCIH196"
15,50747,"NCIH196"
14.603,50753,"NCIH196"
13.731,52123,"NCIH196"
13.241,52430,"NCIH196"
14.396,52576,"NCIH196"
13.554,58455,"NCIH196"
14.57,58472,"NCIH196"
14.482,61775,"NCIH196"
14.76,142931,"NCIH196"
14.89,345041,"NCIH196"
12.582,348997,"NCIH196"
14.518,350548,"NCIH196"
12.807,375256,"NCIH196"
11.013,375264,"NCIH196"
15.482,375354,"NCIH196"
14.133,375366,"NCIH196"
15.157,375390,"NCIH196"
14.606,375435,"NCIH196"
14.369,375447,"NCIH196"
14.208,375487,"NCIH196"
14.446,375496,"NCIH196"
14.791,375560,"NCIH196"
13.411,375564,"NCIH196"
12.894,375594,"NCIH196"
14.844,375596,"NCIH196"
14.957,397964,"NCIH196"
15.363,402775,"NCIH196"
14.58,404452,"NCIH196"
12.504,404566,"NCIH196"
14.92,410270,"NCIH196"
14.566,410703,"NCIH196"
14.684,414479,"NCIH196"
14.738,415688,"NCIH196"
14.798,416842,"NCIH196"
14.631,417262,"NCIH196"
14.85,429535,"NCIH196"
14.977,437263,"NCIH196"
14.798,437906,"NCIH196"
14.953,438564,"NCIH196"
14.677,438691,"NCIH196"
17.16,438776,"NCIH196"
15.373,442141,"NCIH196"
14.935,447732,"NCIH196"
14.699,449707,"NCIH196"
14.956,452570,"NCIH196"
15.252,463198,"NCIH196"
14.145,596868,"NCIH196"
14.62,600054,"NCIH196"
15.341,608062,"NCIH196"
14.08,18311,"H292"
15,23256,"H292"
13.684,25036,"H292"
15,25393,"H292"
15.334,26870,"H292"
14.302,26914,"H292"
13.734,26972,"H292"
12.062,27894,"H292"
11.506,28172,"H292"
13.775,29985,"H292"
13.562,32372,"H292"
12.331,32653,"H292"
13.579,33166,"H292"
6.3759,36599,"H292"
6.1757,37190,"H292"
13.679,39782,"H292"
11.689,44503,"H292"
13.951,44511,"H292"
12.675,45093,"H292"
12.684,48589,"H292"
14.029,50140,"H292"
14.24,50715,"H292"
14.112,50727,"H292"
15.599,50747,"H292"
14.783,50753,"H292"
13.669,52123,"H292"
13.305,52430,"H292"
15.222,52576,"H292"
13.225,58455,"H292"
13.985,58472,"H292"
14.491,61775,"H292"
15.437,142931,"H292"
14.181,345041,"H292"
12.424,348997,"H292"
14.392,350548,"H292"
11.41,375256,"H292"
9.4142,375264,"H292"
13.771,375354,"H292"
14.496,375366,"H292"
15,375390,"H292"
14.685,375435,"H292"
13.973,375447,"H292"
13.848,375487,"H292"
13.945,375496,"H292"
13.81,375560,"H292"
12.333,375564,"H292"
11.554,375594,"H292"
14.79,375596,"H292"
15.375,397964,"H292"
15.543,402775,"H292"
14.599,404452,"H292"
9.285,404566,"H292"
14.985,410270,"H292"
15.177,410703,"H292"
14.548,414479,"H292"
15.158,415688,"H292"
14.983,416842,"H292"
14.975,417262,"H292"
14.666,429535,"H292"
15,437263,"H292"
15,437906,"H292"
15,438564,"H292"
14.925,438691,"H292"
16.348,438776,"H292"
15.282,442141,"H292"
14.733,447732,"H292"
14.388,449707,"H292"
15.532,452570,"H292"
15,463198,"H292"
14.441,596868,"H292"
14.307,600054,"H292"
14.753,608062,"H292"
12.343,18311,"SKMEL1"
14.899,23256,"SKMEL1"
13.934,25036,"SKMEL1"
14.658,25393,"SKMEL1"
15.685,26870,"SKMEL1"
13.385,26914,"SKMEL1"
12.579,26972,"SKMEL1"
14.005,27894,"SKMEL1"
14.126,28172,"SKMEL1"
15.987,29985,"SKMEL1"
9.5406,32653,"SKMEL1"
13.204,33166,"SKMEL1"
8.3019,36599,"SKMEL1"
5.5415,37190,"SKMEL1"
12.844,39782,"SKMEL1"
14.418,44503,"SKMEL1"
13.928,44511,"SKMEL1"
12.211,45093,"SKMEL1"
13.085,48589,"SKMEL1"
14.657,50140,"SKMEL1"
14.691,50715,"SKMEL1"
14.071,50727,"SKMEL1"
16.442,50747,"SKMEL1"
15,50753,"SKMEL1"
14.526,52123,"SKMEL1"
12.672,52430,"SKMEL1"
13.197,52576,"SKMEL1"
14.641,58455,"SKMEL1"
13.389,58472,"SKMEL1"
14.645,61775,"SKMEL1"
14.518,142931,"SKMEL1"
14.888,345041,"SKMEL1"
14.239,348997,"SKMEL1"
12.867,350548,"SKMEL1"
12.826,375256,"SKMEL1"
10.756,375264,"SKMEL1"
17.212,375354,"SKMEL1"
14.876,375366,"SKMEL1"
14.362,375390,"SKMEL1"
14.567,375435,"SKMEL1"
14.008,375447,"SKMEL1"
16.172,375487,"SKMEL1"
14,375496,"SKMEL1"
15,375560,"SKMEL1"
13.617,375564,"SKMEL1"
11.932,375594,"SKMEL1"
14.227,375596,"SKMEL1"
14.926,397964,"SKMEL1"
14.992,402775,"SKMEL1"
14.728,404452,"SKMEL1"
11.732,404566,"SKMEL1"
14.718,410270,"SKMEL1"
14.719,410703,"SKMEL1"
14.921,414479,"SKMEL1"
14.872,415688,"SKMEL1"
14.963,416842,"SKMEL1"
14.85,417262,"SKMEL1"
14.857,429535,"SKMEL1"
14.833,437263,"SKMEL1"
15.101,437906,"SKMEL1"
15.781,438564,"SKMEL1"
14.684,438691,"SKMEL1"
15,438776,"SKMEL1"
14.638,442141,"SKMEL1"
14.805,447732,"SKMEL1"
14.397,449707,"SKMEL1"
14.908,452570,"SKMEL1"
15,463198,"SKMEL1"
14.702,596868,"SKMEL1"
14.498,600054,"SKMEL1"
15,608062,"SKMEL1"
13.719,18311,"HCC1937"
14.788,23256,"HCC1937"
13.23,25036,"HCC1937"
15.329,25393,"HCC1937"
14.776,26870,"HCC1937"
14.301,26914,"HCC1937"
14.983,26972,"HCC1937"
14.035,27894,"HCC1937"
16.27,28172,"HCC1937"
16.783,29985,"HCC1937"
13.803,32372,"HCC1937"
12.284,32653,"HCC1937"
13.286,33166,"HCC1937"
10.594,36599,"HCC1937"
9.825,37190,"HCC1937"
13.906,39782,"HCC1937"
12.793,44503,"HCC1937"
14.706,44511,"HCC1937"
13.512,45093,"HCC1937"
14.18,46792,"HCC1937"
14.519,48589,"HCC1937"
14.573,50140,"HCC1937"
14,50715,"HCC1937"
13.313,50727,"HCC1937"
13.783,50747,"HCC1937"
14.437,50753,"HCC1937"
14.881,52123,"HCC1937"
14.361,52430,"HCC1937"
14.23,52576,"HCC1937"
14.2,58455,"HCC1937"
14.174,58472,"HCC1937"
15.136,61775,"HCC1937"
14.227,142931,"HCC1937"
14.482,345041,"HCC1937"
14.06,348997,"HCC1937"
14.247,350548,"HCC1937"
13.573,375256,"HCC1937"
10.968,375264,"HCC1937"
16.809,375354,"HCC1937"
13.656,375366,"HCC1937"
15.39,375390,"HCC1937"
14.454,375435,"HCC1937"
13.992,375447,"HCC1937"
14.931,375487,"HCC1937"
14.584,375496,"HCC1937"
14.882,375560,"HCC1937"
13.675,375564,"HCC1937"
12.765,375594,"HCC1937"
16.341,375596,"HCC1937"
14.67,397964,"HCC1937"
14.871,402775,"HCC1937"
14.668,404452,"HCC1937"
12.233,404566,"HCC1937"
14.533,410270,"HCC1937"
14.94,410703,"HCC1937"
14.889,414479,"HCC1937"
15.459,415688,"HCC1937"
14.998,416842,"HCC1937"
14.443,417262,"HCC1937"
15.371,429535,"HCC1937"
15,437263,"HCC1937"
14.774,437906,"HCC1937"
15.297,438564,"HCC1937"
15.282,438691,"HCC1937"
16.449,438776,"HCC1937"
14.726,442141,"HCC1937"
14.669,447732,"HCC1937"
12.328,449707,"HCC1937"
14.744,452570,"HCC1937"
16.685,463198,"HCC1937"
13.327,596868,"HCC1937"
14.894,600054,"HCC1937"
15.221,608062,"HCC1937"
12.892,18311,"HDLM2"
14.983,23256,"HDLM2"
12.53,25036,"HDLM2"
13.826,25393,"HDLM2"
14.951,26870,"HDLM2"
14.221,26914,"HDLM2"
13.49,26972,"HDLM2"
12.874,27894,"HDLM2"
8.4176,28172,"HDLM2"
14.987,29985,"HDLM2"
12.98,32372,"HDLM2"
11.416,32653,"HDLM2"
13.264,33166,"HDLM2"
7.3633,36599,"HDLM2"
4.8624,37190,"HDLM2"
11.579,39782,"HDLM2"
11.092,44503,"HDLM2"
13.091,44511,"HDLM2"
12.643,45093,"HDLM2"
9.7755,46792,"HDLM2"
12.198,48589,"HDLM2"
13.669,50140,"HDLM2"
13.697,50715,"HDLM2"
13.055,50727,"HDLM2"
14.823,50747,"HDLM2"
14.194,50753,"HDLM2"
11.948,52123,"HDLM2"
11.619,52430,"HDLM2"
13.343,52576,"HDLM2"
14.384,58455,"HDLM2"
13.109,58472,"HDLM2"
15.115,61775,"HDLM2"
13.878,142931,"HDLM2"
13.825,345041,"HDLM2"
10.129,348997,"HDLM2"
13.645,350548,"HDLM2"
11.437,375256,"HDLM2"
9.0327,375264,"HDLM2"
13.697,375354,"HDLM2"
13.567,375366,"HDLM2"
15.962,375390,"HDLM2"
13.469,375435,"HDLM2"
12.719,375447,"HDLM2"
16.131,375487,"HDLM2"
11.63,375496,"HDLM2"
14.847,375560,"HDLM2"
10.225,375564,"HDLM2"
11.316,375594,"HDLM2"
13.948,375596,"HDLM2"
14.199,397964,"HDLM2"
13.63,402775,"HDLM2"
13.223,404452,"HDLM2"
9.0196,404566,"HDLM2"
13.539,410270,"HDLM2"
14.88,410703,"HDLM2"
15.702,414479,"HDLM2"
15.448,415688,"HDLM2"
15,416842,"HDLM2"
15.111,417262,"HDLM2"
15.06,429535,"HDLM2"
14.834,437263,"HDLM2"
14.593,437906,"HDLM2"
14.291,438564,"HDLM2"
15.17,438691,"HDLM2"
16.039,438776,"HDLM2"
13.302,442141,"HDLM2"
14.663,447732,"HDLM2"
14.359,449707,"HDLM2"
13.905,452570,"HDLM2"
14.613,463198,"HDLM2"
13.604,596868,"HDLM2"
15.96,600054,"HDLM2"
14.763,608062,"HDLM2"
13.616,18311,"HUH28"
15.784,23256,"HUH28"
13.848,25036,"HUH28"
14.159,25393,"HUH28"
15.424,26870,"HUH28"
14.213,26914,"HUH28"
14.676,26972,"HUH28"
10.836,27894,"HUH28"
15,28172,"HUH28"
15,29985,"HUH28"
13.895,32372,"HUH28"
12.606,33166,"HUH28"
8.2794,36599,"HUH28"
5.7828,37190,"HUH28"
12.908,39782,"HUH28"
13.224,44503,"HUH28"
14.681,44511,"HUH28"
13.424,45093,"HUH28"
14.765,48589,"HUH28"
14.778,50715,"HUH28"
12.059,50727,"HUH28"
15.736,50747,"HUH28"
15.233,50753,"HUH28"
16.18,52123,"HUH28"
10.705,52430,"HUH28"
15.405,52576,"HUH28"
17.446,58455,"HUH28"
12.729,58472,"HUH28"
15.778,61775,"HUH28"
13.938,142931,"HUH28"
16.977,345041,"HUH28"
16.117,348997,"HUH28"
14.049,350548,"HUH28"
13.334,375256,"HUH28"
11.266,375264,"HUH28"
14.721,375354,"HUH28"
15.554,375366,"HUH28"
16.224,375390,"HUH28"
14.409,375435,"HUH28"
13.82,375447,"HUH28"
15.693,375487,"HUH28"
13.335,375496,"HUH28"
15.46,375560,"HUH28"
12.796,375564,"HUH28"
11.314,375594,"HUH28"
14.419,375596,"HUH28"
14.726,397964,"HUH28"
15.546,402775,"HUH28"
14.175,404452,"HUH28"
11.57,404566,"HUH28"
14.103,410270,"HUH28"
15.508,410703,"HUH28"
14.284,414479,"HUH28"
15.245,415688,"HUH28"
14.79,416842,"HUH28"
14.862,417262,"HUH28"
15.864,429535,"HUH28"
14.881,437263,"HUH28"
15.258,437906,"HUH28"
14.627,438564,"HUH28"
15,438691,"HUH28"
16.913,438776,"HUH28"
15.026,442141,"HUH28"
14.437,447732,"HUH28"
14.889,449707,"HUH28"
15.446,452570,"HUH28"
14.613,463198,"HUH28"
14.323,596868,"HUH28"
15.546,600054,"HUH28"
14.751,608062,"HUH28"
14.891,23256,"MV411"
12.098,25036,"MV411"
9.9191,25393,"MV411"
16.265,26870,"MV411"
13.99,26914,"MV411"
13.404,26972,"MV411"
11.903,27894,"MV411"
6.5508,28172,"MV411"
16.91,29985,"MV411"
11.434,32653,"MV411"
13.34,33166,"MV411"
2.1773,36599,"MV411"
3.637,37190,"MV411"
9.6554,39782,"MV411"
10.045,44503,"MV411"
9.7662,44511,"MV411"
12.888,45093,"MV411"
6.668,48589,"MV411"
13.227,50140,"MV411"
12.202,50715,"MV411"
11.091,50727,"MV411"
13.859,50747,"MV411"
14.32,50753,"MV411"
11.304,52123,"MV411"
6.4688,58455,"MV411"
11.739,58472,"MV411"
16.929,61775,"MV411"
11.14,142931,"MV411"
14.226,345041,"MV411"
12.693,350548,"MV411"
7.664,375256,"MV411"
9.0455,375264,"MV411"
12.094,375354,"MV411"
15.83,375390,"MV411"
10.843,375435,"MV411"
9.7172,375447,"MV411"
10.723,375496,"MV411"
3.4058,375560,"MV411"
10.183,375564,"MV411"
10.809,375594,"MV411"
13.511,375596,"MV411"
15,397964,"MV411"
14.521,402775,"MV411"
11.598,404452,"MV411"
9.0427,404566,"MV411"
12.931,410270,"MV411"
15.271,410703,"MV411"
13.517,414479,"MV411"
16.57,415688,"MV411"
14.412,416842,"MV411"
17.051,417262,"MV411"
16.988,429535,"MV411"
16.356,437263,"MV411"
16.357,437906,"MV411"
16.787,438564,"MV411"
14.865,438691,"MV411"
15.975,438776,"MV411"
14.664,442141,"MV411"
13.073,447732,"MV411"
11.283,449707,"MV411"
15.361,452570,"MV411"
14.219,463198,"MV411"
13.893,596868,"MV411"
15,600054,"MV411"
14.478,608062,"MV411"
13.964,18311,"NCIH526"
14.529,23256,"NCIH526"
13.129,25036,"NCIH526"
15,25393,"NCIH526"
15,26870,"NCIH526"
14.669,26914,"NCIH526"
15.264,26972,"NCIH526"
13.578,27894,"NCIH526"
7.6304,28172,"NCIH526"
16.526,29985,"NCIH526"
14.371,32372,"NCIH526"
11.109,32653,"NCIH526"
13.402,33166,"NCIH526"
5.72,36599,"NCIH526"
5.1048,37190,"NCIH526"
10.904,39782,"NCIH526"
12.305,44503,"NCIH526"
14.338,44511,"NCIH526"
13.371,46792,"NCIH526"
9.9828,48589,"NCIH526"
10.721,50715,"NCIH526"
11.773,50727,"NCIH526"
16.077,50747,"NCIH526"
14.575,50753,"NCIH526"
10.59,52123,"NCIH526"
12.294,52430,"NCIH526"
13.006,52576,"NCIH526"
13.863,58455,"NCIH526"
14.047,58472,"NCIH526"
13.736,61775,"NCIH526"
14.323,142931,"NCIH526"
15.529,345041,"NCIH526"
9.4671,348997,"NCIH526"
14.193,350548,"NCIH526"
10.24,375256,"NCIH526"
7.9255,375264,"NCIH526"
13.199,375354,"NCIH526"
15.65,375390,"NCIH526"
15.993,375435,"NCIH526"
13.755,375447,"NCIH526"
14.568,375487,"NCIH526"
10.794,375496,"NCIH526"
16.388,375560,"NCIH526"
12.451,375564,"NCIH526"
11.413,375594,"NCIH526"
13.766,375596,"NCIH526"
13.012,397964,"NCIH526"
13.75,402775,"NCIH526"
14.509,404452,"NCIH526"
11.282,404566,"NCIH526"
11.833,410270,"NCIH526"
14.391,410703,"NCIH526"
14.134,414479,"NCIH526"
13.917,415688,"NCIH526"
14.789,416842,"NCIH526"
14.545,417262,"NCIH526"
15.095,429535,"NCIH526"
13.331,437263,"NCIH526"
13.366,437906,"NCIH526"
16.453,438564,"NCIH526"
14.894,438691,"NCIH526"
15.644,438776,"NCIH526"
14.042,442141,"NCIH526"
14.682,447732,"NCIH526"
14,449707,"NCIH526"
14.264,452570,"NCIH526"
15.994,463198,"NCIH526"
13.496,596868,"NCIH526"
13.697,600054,"NCIH526"
15.648,608062,"NCIH526"
12.501,18311,"NCIH69"
15.524,23256,"NCIH69"
14.516,25393,"NCIH69"
15.193,26870,"NCIH69"
13.408,26914,"NCIH69"
14.687,27894,"NCIH69"
8.9102,28172,"NCIH69"
14.478,29985,"NCIH69"
10.94,32653,"NCIH69"
12.501,33166,"NCIH69"
7.9782,36599,"NCIH69"
5.8157,37190,"NCIH69"
12.405,39782,"NCIH69"
11.944,44503,"NCIH69"
14.292,44511,"NCIH69"
12.953,46792,"NCIH69"
13.463,48589,"NCIH69"
7.3913,50727,"NCIH69"
14.148,50747,"NCIH69"
14.535,50753,"NCIH69"
12.097,52123,"NCIH69"
10.008,52576,"NCIH69"
14.923,58455,"NCIH69"
13.768,58472,"NCIH69"
15.492,61775,"NCIH69"
13.2,345041,"NCIH69"
12.859,348997,"NCIH69"
13.861,350548,"NCIH69"
10.97,375256,"NCIH69"
9.3985,375264,"NCIH69"
14.993,375366,"NCIH69"
15.409,375390,"NCIH69"
14.253,375435,"NCIH69"
17.594,375487,"NCIH69"
12.789,375496,"NCIH69"
14.692,375560,"NCIH69"
12.802,375564,"NCIH69"
11.775,375594,"NCIH69"
14.512,397964,"NCIH69"
14.03,402775,"NCIH69"
13.785,404452,"NCIH69"
11.279,404566,"NCIH69"
12.683,410270,"NCIH69"
15.409,410703,"NCIH69"
14.826,414479,"NCIH69"
15.988,415688,"NCIH69"
14.725,416842,"NCIH69"
16.178,417262,"NCIH69"
16.522,429535,"NCIH69"
14.537,437263,"NCIH69"
14.415,437906,"NCIH69"
15,438691,"NCIH69"
16.941,438776,"NCIH69"
13.989,442141,"NCIH69"
15.38,447732,"NCIH69"
15,449707,"NCIH69"
14.528,452570,"NCIH69"
14.333,596868,"NCIH69"
15,600054,"NCIH69"
15,608062,"NCIH69"
15.469,23256,"NCIH929"
12.037,25036,"NCIH929"
13.058,25393,"NCIH929"
15.902,26870,"NCIH929"
13.911,26914,"NCIH929"
16.338,26972,"NCIH929"
11.489,27894,"NCIH929"
8.8541,28172,"NCIH929"
14.983,29985,"NCIH929"
12.442,32372,"NCIH929"
11.316,32653,"NCIH929"
13.276,33166,"NCIH929"
5.0355,36599,"NCIH929"
5.0968,37190,"NCIH929"
9.6728,39782,"NCIH929"
11.346,44503,"NCIH929"
13.512,44511,"NCIH929"
11.511,45093,"NCIH929"
11.947,48589,"NCIH929"
10.021,50715,"NCIH929"
11.159,50727,"NCIH929"
14.226,50747,"NCIH929"
14.893,50753,"NCIH929"
12.154,52123,"NCIH929"
9.2494,52430,"NCIH929"
14.974,52576,"NCIH929"
10.53,58455,"NCIH929"
13.87,58472,"NCIH929"
16.553,61775,"NCIH929"
14.32,142931,"NCIH929"
13.629,345041,"NCIH929"
14.202,350548,"NCIH929"
10.865,375256,"NCIH929"
10.648,375264,"NCIH929"
13.651,375354,"NCIH929"
15,375390,"NCIH929"
14.345,375435,"NCIH929"
14.795,375487,"NCIH929"
11.47,375496,"NCIH929"
14.976,375560,"NCIH929"
11.53,375564,"NCIH929"
10.392,375594,"NCIH929"
13.396,375596,"NCIH929"
15.624,397964,"NCIH929"
14.898,402775,"NCIH929"
14.215,404452,"NCIH929"
10.219,404566,"NCIH929"
14.572,410270,"NCIH929"
15,410703,"NCIH929"
14.695,414479,"NCIH929"
15,415688,"NCIH929"
14.815,416842,"NCIH929"
15.731,417262,"NCIH929"
15.688,429535,"NCIH929"
15.931,437263,"NCIH929"
15,437906,"NCIH929"
15,438564,"NCIH929"
15.684,438691,"NCIH929"
17.125,438776,"NCIH929"
14.684,442141,"NCIH929"
14.441,447732,"NCIH929"
14.419,449707,"NCIH929"
15.059,452570,"NCIH929"
14.508,463198,"NCIH929"
14.796,596868,"NCIH929"
16.087,600054,"NCIH929"
15.521,608062,"NCIH929"
14.16,23256,"NCIN87"
13.872,25036,"NCIN87"
14.785,25393,"NCIN87"
15.439,26870,"NCIN87"
13.548,26914,"NCIN87"
14.189,26972,"NCIN87"
14.343,27894,"NCIN87"
10.114,28172,"NCIN87"
12.503,32372,"NCIN87"
12.418,32653,"NCIN87"
13.506,33166,"NCIN87"
6.3543,36599,"NCIN87"
7.6615,37190,"NCIN87"
12.168,39782,"NCIN87"
12.075,44503,"NCIN87"
14.297,44511,"NCIN87"
13.848,45093,"NCIN87"
10.481,48589,"NCIN87"
14.237,50715,"NCIN87"
14.053,50727,"NCIN87"
17.156,50747,"NCIN87"
14.89,50753,"NCIN87"
12.692,52123,"NCIN87"
11.493,52430,"NCIN87"
14.572,52576,"NCIN87"
15,58455,"NCIN87"
13.87,61775,"NCIN87"
12.025,142931,"NCIN87"
14.844,345041,"NCIN87"
12.623,348997,"NCIN87"
10.656,375256,"NCIN87"
8.671,375264,"NCIN87"
12.546,375354,"NCIN87"
13.327,375366,"NCIN87"
14.466,375390,"NCIN87"
14.006,375435,"NCIN87"
14.024,375487,"NCIN87"
12.607,375496,"NCIN87"
14.161,375560,"NCIN87"
12.193,375564,"NCIN87"
11.551,375594,"NCIN87"
14.53,375596,"NCIN87"
14.817,397964,"NCIN87"
13.615,402775,"NCIN87"
13.906,404452,"NCIN87"
11.07,404566,"NCIN87"
14.115,410270,"NCIN87"
14.849,410703,"NCIN87"
14.729,414479,"NCIN87"
15.285,415688,"NCIN87"
14.176,416842,"NCIN87"
15.365,417262,"NCIN87"
15.367,429535,"NCIN87"
15.756,437263,"NCIN87"
15.776,437906,"NCIN87"
15,438564,"NCIN87"
15.534,438691,"NCIN87"
18.215,438776,"NCIN87"
14.788,442141,"NCIN87"
16.782,447732,"NCIN87"
14.447,449707,"NCIN87"
13.722,452570,"NCIN87"
16.236,463198,"NCIN87"
14.258,596868,"NCIN87"
15.643,600054,"NCIN87"
16.073,608062,"NCIN87"
12.533,18311,"PF382"
15.213,23256,"PF382"
11.969,25036,"PF382"
12.857,25393,"PF382"
15.119,26870,"PF382"
13.367,26914,"PF382"
13.867,26972,"PF382"
12.969,27894,"PF382"
8.0765,28172,"PF382"
14.283,29985,"PF382"
12.666,32372,"PF382"
11.896,32653,"PF382"
12.743,33166,"PF382"
4.538,36599,"PF382"
3.1564,37190,"PF382"
11.072,39782,"PF382"
11.014,44503,"PF382"
13.39,44511,"PF382"
12.764,45093,"PF382"
7.0749,46792,"PF382"
9.3197,48589,"PF382"
10.892,50715,"PF382"
10.477,50727,"PF382"
14.532,50747,"PF382"
14.506,50753,"PF382"
11.713,52123,"PF382"
14.897,52576,"PF382"
14.118,58455,"PF382"
12.646,58472,"PF382"
15.041,61775,"PF382"
14.575,142931,"PF382"
13.256,345041,"PF382"
13.15,350548,"PF382"
9.8984,375256,"PF382"
8.9448,375264,"PF382"
12.796,375354,"PF382"
15.159,375390,"PF382"
13.816,375435,"PF382"
15,375487,"PF382"
10.448,375496,"PF382"
14.092,375560,"PF382"
11.778,375564,"PF382"
11.293,375594,"PF382"
13.501,375596,"PF382"
14.817,397964,"PF382"
14.109,402775,"PF382"
13.082,404452,"PF382"
8.407,404566,"PF382"
13.278,410270,"PF382"
14.632,410703,"PF382"
14.963,414479,"PF382"
15.223,415688,"PF382"
15.289,416842,"PF382"
15.165,417262,"PF382"
15.453,429535,"PF382"
15.37,437263,"PF382"
14.886,437906,"PF382"
14.72,438564,"PF382"
15.274,438691,"PF382"
16.16,438776,"PF382"
13.333,442141,"PF382"
14.844,447732,"PF382"
14.436,449707,"PF382"
14.227,452570,"PF382"
14.901,463198,"PF382"
12.156,596868,"PF382"
15.371,600054,"PF382"
14.806,608062,"PF382"
15.013,23256,"SF295"
13.546,25036,"SF295"
16.869,25393,"SF295"
15.071,26870,"SF295"
14.465,26914,"SF295"
14.487,26972,"SF295"
10.586,27894,"SF295"
13.483,28172,"SF295"
16.326,29985,"SF295"
14.147,32372,"SF295"
13.331,32653,"SF295"
13.96,33166,"SF295"
10.504,36599,"SF295"
6.2258,37190,"SF295"
13.821,39782,"SF295"
14.955,44503,"SF295"
13.878,44511,"SF295"
12.757,45093,"SF295"
14.449,46792,"SF295"
12.755,48589,"SF295"
15.54,50715,"SF295"
14.367,50727,"SF295"
17.126,50747,"SF295"
15.655,50753,"SF295"
14.495,52123,"SF295"
11.705,52430,"SF295"
14.368,52576,"SF295"
13.984,58455,"SF295"
14.442,58472,"SF295"
14.552,61775,"SF295"
14.75,142931,"SF295"
14.751,345041,"SF295"
13.344,348997,"SF295"
14.668,350548,"SF295"
10.49,375256,"SF295"
10.207,375264,"SF295"
14.507,375354,"SF295"
13.898,375366,"SF295"
15.945,375390,"SF295"
14.958,375435,"SF295"
14.126,375447,"SF295"
14.431,375487,"SF295"
13.38,375496,"SF295"
15.001,375560,"SF295"
14.308,375564,"SF295"
13.023,375594,"SF295"
14.454,375596,"SF295"
14.963,397964,"SF295"
14.862,402775,"SF295"
14.969,404452,"SF295"
12.315,404566,"SF295"
15.042,410270,"SF295"
14.947,410703,"SF295"
16.016,414479,"SF295"
14.769,415688,"SF295"
14.75,416842,"SF295"
14.411,417262,"SF295"
14.571,429535,"SF295"
14.189,437263,"SF295"
14.049,437906,"SF295"
14.637,438564,"SF295"
14.996,438691,"SF295"
16.396,438776,"SF295"
15,442141,"SF295"
15,447732,"SF295"
15.815,449707,"SF295"
15.092,452570,"SF295"
14.913,463198,"SF295"
14.153,596868,"SF295"
14.637,600054,"SF295"
14.354,608062,"SF295"
14.793,18311,"SNU1272"
14.546,23256,"SNU1272"
13.869,25036,"SNU1272"
