"%IncMSE","IncNodePurity"
0.000205403271204949,3.87127207431484
0.00010058336625973,3.32124378057515
0.000114363564386213,3.05202602969664
0.000775973854901691,11.5942818729461
0.00476869822501284,51.7579502742578
0.00201713337198457,41.8169486889028
0.0009666832392393,10.6587587001302
0.00119095393854826,25.7636622082204
0.000468123312971989,8.2884381513418
0.000242494225227044,3.41048987399077
0.00109991745471023,16.336603973895
0.00182398587254451,30.2615372853247
0.000594431695622873,10.3237332990844
6.13648079481749e-05,3.85372784979594
0.00184034084100221,46.2089911154349
0.00127145777639008,23.6294860004305
0.0303238274080854,455.614935228542
0.000837000945826652,19.7999321512888
0.00351128650383312,63.4630332531187
0.00051697277694426,10.3382870982241
0.000106971525558931,2.38221737871255
0.0202797376769421,198.126786219265
0.000689503847999199,9.63804825229035
0.000531073185755189,7.53373229459719
0.00287070479096878,31.6259411592093
0.00112613776066097,21.4414186938915
0.0014348801784884,29.1722203229912
0.0164937626296892,442.194345325926
0.0144886045159713,121.351349616017
0.00206741394740604,25.8264059505509
0.00243232606091105,26.8455242159458
0.00319291175226944,61.2660635803494
0.00126877206925997,13.8969300438302
0.00459657743005067,64.7262118375908
0.00076540040281667,14.6617312846295
0.00207287850342583,25.5661345868223
0.00766460633892014,91.2811085092829
0.00157633990419625,25.6005555732059
0.00379489948422241,59.4882494023129
0.000882341255038308,12.9607091256758
0.0081438656003703,143.751437340109
0.0179061444450364,191.317466013172
0.00159655271554468,25.0405372712285
0.000734527113918142,16.0348438003132
0.0186511235139923,173.421665239958
0.00113318049391039,16.7199766194595
0.003168945719249,40.9858439946015
0.0186021883464971,269.018713710771
0.0165093168827149,280.745393304266
0.0448946104810207,594.515920463875
0.00345340091608629,55.7634522040484
0.00071911354272831,10.8054426509896
0.0126946979286249,153.928148904995
0.000391423262688321,4.50523921381723
0.00256158617994323,33.5524659416477
0.00235714732153247,16.7866960069843
0.0410398276064573,383.314691562196
0.000688593070831444,8.43591348820954
0.0166202885045032,424.829228710872
